Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Debt/Equity,Good/Bad
05261207,11,4,7,0,0,0,0,0,0.0,1
09179304,7,2,5,0,3,1,2,1,1076.04,0
04617006,18,4,14,0,1,1,0,1,0.1,1
07935765,7,5,2,0,1,1,0,0,0.1,1
02678331,13,0,13,0,2,2,0,0,0.1,1
00635458,4,3,1,0,1,1,0,0,2.8668,1
10332035,7,3,4,0,3,1,2,1,0.1,1
03950701,23,3,20,0,1,1,0,1,0.0,1
04998512,11,6,5,0,2,2,0,0,0.1,1
01269507,44,12,32,0,0,0,0,0,0.1,1
01074284,4,3,1,0,2,2,0,1,0.0,1
11001365,2,2,0,0,1,1,0,0,60.96,0
01514995,4,3,1,0,2,2,0,0,0.7915541554155415,0
04220996,16,3,13,0,0,0,0,0,0.1,1
01341829,39,6,33,0,0,0,0,0,299.11290322580646,1
00950970,43,12,31,0,0,0,0,0,0.1,1
SC306871,22,3,19,0,1,1,0,1,0.1,1
01468817,98,10,88,0,0,0,0,0,0.1,1
06569223,16,0,16,0,0,0,0,0,0.1,1
04790426,17,7,10,0,1,1,0,1,0.1,1
02441908,3,2,1,0,2,1,1,0,0.3150936119425803,0
07683502,2,1,1,0,1,1,0,0,-1.8166781219366543,1
02549212,25,5,20,0,1,1,0,1,0.1,1
06338330,8,4,4,0,2,2,0,2,100.19372549019607,1
08949672,10,1,9,0,3,1,2,0,943.0,0
08419980,2,2,0,0,2,2,0,0,1282.21,0
06612844,14,4,10,0,5,5,0,0,1124.385781671159,1
09225497,2,2,0,0,1,1,0,0,2.023330903030934,1
SC178677,19,1,18,0,2,1,1,2,0.0,1
06378205,8,2,6,0,0,0,0,0,55.72,1
00205468,78,6,72,0,1,1,0,1,0.1,1
00339016,15,0,15,0,0,0,0,0,0.1,1
07347331,2,2,0,0,1,1,0,0,0.0,0
04440970,40,11,29,0,0,0,0,0,0.1,0
01388851,26,3,23,0,1,1,0,1,0.1,1
04195386,11,4,7,0,0,0,0,0,155.0,1
10963229,2,2,0,0,2,2,0,0,2176.0,0
SC451762,3,3,0,0,2,2,0,0,0.1,1
00980448,5,4,1,0,1,1,0,0,0.1,1
04323423,5,2,3,0,1,1,0,0,3.2725507121277513,1
02631912,6,2,4,0,1,1,0,0,-1.2779474648747708,1
06520166,17,0,17,0,0,0,0,0,0.1,1
SC194348,11,2,9,0,2,1,1,1,-1.3772855321294073,1
07841736,10,4,6,0,1,1,0,1,0.1,1
03481125,15,1,14,0,1,1,0,1,0.0,1
00585723,60,13,47,0,0,0,0,0,0.1,1
06544827,8,0,8,0,0,0,0,0,0.1,1
06853065,2,2,0,0,2,2,0,0,0.9484422387648194,1
SC012282,14,3,11,0,1,1,0,1,0.1,1
04466571,26,6,20,0,1,1,0,0,0.022376633728887485,1
05864912,49,11,38,0,1,1,0,1,0.1,1
SC469596,2,2,0,0,2,2,0,0,0.0,1
10294382,2,1,1,0,2,1,1,0,1.6518987341772151,0
02869114,9,3,6,0,1,1,0,1,0.1,0
00924430,62,3,59,0,1,1,0,1,0.1,1
08974283,2,0,2,0,0,0,0,0,0.1,1
04345857,39,0,39,0,0,0,0,0,0.1,1
08684629,4,0,4,0,2,2,0,0,0.1,0
02032847,17,3,14,0,2,2,0,0,0.1,1
00129649,27,3,24,0,1,1,0,1,0.1,1
07895585,3,1,2,0,3,2,1,0,0.1,0
07879629,1,0,1,0,0,0,0,0,0.1,0
01052871,6,5,1,0,3,3,0,0,860.6663265306122,0
03330303,36,5,31,0,0,0,0,0,0.0,1
RS004197,0,0,0,0,0,0,0,0,0.1,0
04536350,5,0,5,0,0,0,0,0,0.1,0
09265948,3,2,1,0,2,1,1,0,554.01,1
08157580,5,4,1,0,1,1,0,0,8.02029802021904,0
03303501,6,3,3,0,2,2,0,0,0.0,0
03070915,19,0,19,0,1,1,0,1,0.1,1
03242106,14,1,13,0,1,1,0,0,3.7318230926602762,1
02845563,5,1,4,0,1,1,0,0,0.0,1
07382345,4,3,1,0,2,2,0,0,655.1393596986817,0
08454473,3,1,2,0,1,1,0,0,0.0039775,0
SC291539,10,4,6,0,1,1,0,0,0.1,1
02262654,7,3,4,0,4,3,1,0,994.31,0
01770406,3,2,1,0,1,1,0,0,3.6639,0
00888664,12,4,8,0,1,1,0,1,0.1,1
08729761,10,2,8,0,1,1,0,0,528.2938025210084,1
02231656,22,0,22,0,1,1,0,1,0.1,1
02656690,20,0,20,0,0,0,0,0,0.1,1
OC366318,26,25,1,3,2,2,0,0,0.1,1
04298019,8,3,5,0,3,3,0,1,0.0,1
03266231,32,4,28,0,5,3,2,0,0.1,1
01730997,28,5,23,0,1,1,0,1,0.1,1
04853346,8,0,8,0,0,0,0,0,0.1,1
09920940,2,2,0,0,1,1,0,0,0.0,1
01011907,35,1,34,0,0,0,0,0,0.1,1
04816265,11,4,7,0,2,2,0,0,17.01271676300578,1
07650280,3,3,0,0,2,2,0,0,0.1,1
08906619,4,2,2,0,4,4,0,0,0.0,0
03616797,24,3,21,0,0,0,0,0,0.105866784296427,0
08495641,2,1,1,0,1,1,0,0,-2.0926692482307385,0
00296602,18,3,15,0,1,1,0,1,0.1,1
NI638588,4,4,0,0,0,0,0,0,0.0,1
01119822,24,3,21,0,2,2,0,0,0.0,1
04587220,25,9,16,0,0,0,0,0,0.1,1
09970055,2,2,0,0,2,2,0,0,0.0,0
05827801,5,3,2,0,3,3,0,0,2.179835731567554,1
05261662,6,2,4,0,1,1,0,0,39560.0,0
09179583,12,6,6,0,0,0,0,0,0.1,1
09548669,5,2,3,0,2,2,0,0,0.1,0
07935875,1,1,0,0,1,1,0,0,0.1,0
04617169,9,3,6,0,1,1,0,0,56.48,0
02678344,27,2,25,0,1,1,0,1,0.1,1
00635484,5,2,3,0,1,1,0,0,0.002591295167714382,0
10332245,5,4,1,0,3,2,1,0,0.2412718204488778,1
03950708,29,4,25,0,1,1,0,1,0.1,1
04998621,12,3,9,0,3,1,2,1,3.327478260869565,1
01269693,7,3,4,0,2,2,0,0,58.832,0
01074649,74,14,60,0,0,0,0,0,0.28885774668580405,0
11001408,3,3,0,0,2,2,0,0,0.1,1
01515003,46,12,34,0,0,0,0,0,0.009561063003881756,0
04221080,41,0,41,0,0,0,0,0,0.1,1
01341879,19,3,16,0,2,1,1,1,0.1,1
00951043,68,10,58,0,1,1,0,1,0.1,1
SC306956,16,6,10,0,0,0,0,0,0.1,1
04790769,4,0,4,0,0,0,0,0,0.1,1
01469230,3,2,1,0,2,2,0,0,0.024616716507430848,1
02442064,19,0,19,0,0,0,0,0,0.1,1
06569262,7,0,7,0,0,0,0,0,0.1,1
07684052,2,0,2,0,0,0,0,0,0.1,0
02549285,30,0,30,0,0,0,0,0,0.1,1
06338339,2,2,0,0,1,1,0,0,2328.25,1
08949771,1,1,0,0,1,1,0,0,108527.0,0
08420243,12,6,6,0,0,0,0,0,0.1,1
06613143,13,3,10,0,2,2,0,0,0.1,1
09225610,12,1,11,0,6,1,5,0,0.0,0
SC178837,23,5,18,0,0,0,0,0,0.1,1
06378240,18,4,14,0,2,2,0,2,0.1,1
00206132,38,9,29,0,0,0,0,0,0.1,1
00339276,40,0,40,0,0,0,0,0,0.1,1
01388951,16,4,12,0,1,1,0,1,0.1,1
07347697,1,1,0,0,1,1,0,0,0.0,0
04441046,17,2,15,0,1,1,0,0,0.27828753286544866,0
04195554,23,6,17,0,3,3,0,0,0.1,1
10963247,3,2,1,0,3,3,0,0,0.1,0
04323645,31,9,22,0,0,0,0,0,0.1,1
SC451777,1,0,1,0,1,1,0,0,0.0,0
00980518,12,3,9,0,1,1,0,1,0.1,1
06520527,7,1,6,0,1,1,0,0,1.0212962109338988,1
02632235,21,0,21,0,2,1,1,0,0.0,1
SC194349,17,2,15,0,1,1,0,1,0.0,1
03481135,17,2,15,0,1,1,0,1,0.0,1
00585729,31,5,26,0,1,1,0,1,0.1,1
07841788,16,0,16,0,2,1,1,1,0.1,1
06853109,11,4,7,0,1,1,0,1,0.1,1
SC012508,133,9,124,0,0,0,0,0,0.1,1
06545027,5,0,5,0,0,0,0,0,0.1,1
04466818,8,0,8,0,0,0,0,0,0.1,1
05865016,3,0,3,0,0,0,0,0,0.1,0
SC469830,5,0,5,0,1,1,0,0,0.0,0
10294387,3,1,2,0,2,1,1,0,2.6762114537444934,0
00924565,46,9,37,0,0,0,0,0,0.1,0
02869292,29,6,23,0,0,0,0,0,0.1,1
08974356,1,1,0,0,1,1,0,0,2.8235451863770447,0
04345919,22,3,19,0,1,1,0,1,0.1,1
08684953,2,0,2,0,0,0,0,0,0.1,0
02033068,12,3,9,0,0,0,0,0,0.1,1
07896987,4,3,1,0,3,3,0,0,0.1,0
00129784,8,4,4,0,1,1,0,1,0.05057957063119011,0
RS004277,0,0,0,0,0,0,0,0,0.1,0
01053470,23,2,21,0,1,1,0,1,0.1,1
04536415,25,0,25,0,0,0,0,0,0.1,1
03330842,5,3,2,0,2,2,0,0,0.0,1
08157619,7,0,7,0,2,2,0,0,0.1,1
07879739,2,2,0,0,1,1,0,0,0.7274730347924623,0
02845977,11,0,11,0,1,1,0,1,0.1,1
03071064,46,4,42,0,2,1,1,2,0.1,1
03303689,51,16,35,0,0,0,0,0,0.1,1
09265978,1,1,0,0,1,1,0,0,-0.03952145214521452,0
07382469,3,0,3,0,0,0,0,0,0.1,1
SC291739,9,2,7,0,2,2,0,0,-0.0,1
03242486,10,5,5,0,4,4,0,0,267.106,1
08454709,1,1,0,0,1,1,0,0,0.0,1
02262730,45,4,41,0,0,0,0,0,0.1,1
00888875,7,3,4,0,4,3,1,0,0.1,1
01770494,15,7,8,0,0,0,0,0,0.026950217184194804,0
08729900,4,0,4,0,1,1,0,0,0.4635549872122762,0
02231974,6,1,5,0,1,1,0,0,601.67,0
02656725,18,6,12,0,1,1,0,1,0.1,1
01731129,19,9,10,0,8,8,0,0,0.1,1
03266440,21,6,15,0,0,0,0,0,0.0,1
04854568,5,3,2,0,1,1,0,0,0.0,0
04298115,35,4,31,0,2,2,0,2,0.1,1
OC366595,2,0,2,0,0,0,0,0,0.1,1
09921093,1,1,0,0,1,1,0,0,44.358620689655176,0
01012247,11,5,6,0,1,1,0,1,0.1,1
07650291,18,9,9,0,3,1,2,2,0.1,1
04816346,6,3,3,0,3,3,0,0,0.1,0
03617876,15,0,15,0,0,0,0,0,0.1,1
08906820,5,4,1,0,0,0,0,0,0.0,0
08495673,10,7,3,0,2,2,0,0,0.1,1
00296805,53,10,43,0,0,0,0,0,0.1,1
01120119,63,12,51,0,0,0,0,0,0.1,1
09970522,6,0,6,0,0,0,0,0,0.1,1
04587563,10,0,10,0,0,0,0,0,0.1,1
05828020,4,0,4,0,0,0,0,0,0.1,1
05261717,10,5,5,0,6,4,2,2,747.4366897676315,1
NI638732,7,5,2,0,0,0,0,0,0.0,0
09179784,2,2,0,0,2,2,0,0,27.855324074074073,0
07936061,17,3,14,0,1,1,0,1,0.1,1
09548839,6,0,6,0,0,0,0,0,0.1,1
04617267,5,3,2,0,0,0,0,0,0.0,1
02678367,26,8,18,0,1,1,0,1,0.1,1
00636494,9,3,6,0,1,1,0,1,0.1,1
10332469,1,1,0,0,1,1,0,0,496.4,0
03950747,33,8,25,0,0,0,0,0,0.1,0
01269766,10,5,5,0,4,4,0,0,0.8271932068136477,0
04998681,8,3,5,0,2,2,0,0,2738.32,1
01074891,4,3,1,0,2,2,0,1,0.0,1
11001576,1,1,0,0,2,2,0,0,-0.5368536853685368,1
01515655,30,0,30,0,1,1,0,1,0.1,1
04221347,23,0,23,0,0,0,0,0,0.1,1
00951093,29,5,24,0,1,1,0,1,0.1,1
01341920,59,11,48,0,1,1,0,0,0.1,1
SC307063,6,3,3,0,4,2,2,0,0.0,1
04791136,29,11,18,0,3,2,1,0,0.1,1
01469259,20,0,20,0,0,0,0,0,0.1,1
02442069,27,0,27,0,0,0,0,0,0.1,1
06569597,15,0,15,0,0,0,0,0,0.1,0
02549422,26,6,20,0,1,1,0,1,0.1,1
07684197,5,3,2,0,1,1,0,0,-1.0,0
06338544,2,2,0,0,1,1,0,1,356.57,1
08420688,1,1,0,0,1,1,0,0,0.0,1
06613354,10,6,4,0,0,0,0,0,0.1,1
08949803,6,3,3,0,5,1,4,1,4946.35,1
09225909,4,1,3,0,1,1,0,1,-1.0049934705427623,1
SC178916,51,9,42,0,4,1,3,0,0.1,1
00206678,20,3,17,0,0,0,0,0,0.1,1
06378558,3,3,0,0,1,1,0,0,808.37,0
00339590,39,0,39,0,0,0,0,0,0.1,1
01389006,27,0,27,0,0,0,0,0,0.1,1
04441182,15,3,12,0,1,1,0,1,0.1,1
07347890,2,2,0,0,1,1,0,0,298115.0,0
04195561,24,5,19,0,0,0,0,0,0.1,1
10963262,1,0,1,0,1,1,0,0,0.1,0
SC451852,2,0,2,0,0,0,0,0,0.1,1
00980548,38,0,38,0,0,0,0,0,0.1,1
04323776,10,4,6,0,1,1,0,1,0.1,1
06521048,32,11,21,0,0,0,0,0,0.1,1
SC194401,14,5,9,0,1,1,0,1,6.305969159343393,0
02632365,13,3,10,0,2,2,0,0,17232.0,1
03481217,6,1,5,0,1,1,0,0,0.0,0
07841836,10,4,6,0,1,1,0,1,0.1,1
00586668,22,3,19,0,1,1,0,1,0.0,1
06853120,2,2,0,0,1,1,0,0,25.24,1
SC012585,72,11,61,0,0,0,0,0,0.1,1
06545357,65,16,49,0,0,0,0,0,0.1,0
SC469922,5,4,1,0,1,1,0,0,0.1,1
04466911,24,3,21,0,3,3,0,3,-1.156811044688666,1
05865116,7,2,5,0,1,1,0,1,166.59047619047618,1
00924581,31,2,29,0,1,1,0,1,0.1,1
02869293,9,4,5,0,0,0,0,0,1634.5238095238096,1
10294649,5,0,5,0,0,0,0,0,0.0,1
08974489,2,0,2,0,0,0,0,0,0.1,0
04346412,19,0,19,0,0,0,0,0,0.1,1
02033149,16,5,11,0,1,1,0,1,0.1,1
07897089,8,5,3,0,0,0,0,0,0.1,1
00130377,89,14,75,0,0,0,0,0,1.8872156387127204,1
08685063,1,1,0,0,1,1,0,0,159.45477364410579,1
01053499,48,9,39,0,2,2,0,0,0.1,1
RS004329,0,0,0,0,0,0,0,0,0.1,0
03330923,22,4,18,0,1,0,1,1,0.1,1
07879821,1,1,0,0,1,1,0,0,0.0,0
02845992,12,1,11,0,0,0,0,0,0.1,1
08157677,7,0,7,0,2,2,0,0,0.1,1
03303706,49,11,38,0,1,1,0,1,0.1,1
03071066,33,0,33,0,0,0,0,0,0.1,1
07382637,11,4,7,0,1,1,0,1,0.1,1
SC291814,23,4,19,0,4,1,3,2,0.1,1
09266402,2,2,0,0,2,2,0,0,10.929171194309987,1
04536442,41,13,28,0,0,0,0,0,0.1,1
08454733,2,0,2,0,0,0,0,0,0.1,1
03242487,6,3,3,0,2,2,0,0,0.1,1
01770899,27,4,23,0,1,1,0,1,0.1,1
00888883,3,2,1,0,1,1,0,0,10.1365,0
02262746,15,3,12,0,1,1,0,0,1.088940448569219,1
02232045,0,0,0,0,0,0,0,0,0.1,1
08730339,3,3,0,0,1,1,0,1,36.37948,1
02656967,46,3,43,0,2,1,1,2,0.1,1
01731141,26,6,20,0,0,0,0,0,0.1,1
03266580,83,5,78,0,0,0,0,0,0.08023008735592711,1
04298141,20,3,17,0,1,1,0,1,0.1,1
04855161,4,2,2,0,2,1,1,0,0.0,1
OC366699,2,0,2,0,0,0,0,0,0.1,1
09921383,4,3,1,0,3,2,1,0,0.1,0
07650615,18,0,18,0,0,0,0,0,0.1,0
01012363,25,6,19,0,1,1,0,0,0.8903963820164937,1
03618559,35,0,35,0,1,1,0,1,0.1,1
04816514,6,3,3,0,1,1,0,0,115.1,1
08906954,7,4,3,0,1,1,0,1,24965.51724137931,1
00297155,7,0,7,0,0,0,0,0,0.1,0
08495833,2,1,1,0,1,1,0,0,183.62,0
01120283,34,4,30,0,1,1,0,1,0.1,1
04587831,7,6,1,0,3,1,2,1,0.1,0
05828892,4,2,2,0,1,1,0,0,3.4946,1
09971472,1,1,0,0,1,1,0,0,0.0,0
05261860,4,0,4,0,1,1,0,0,0.0,1
NI638733,16,7,9,0,4,1,3,0,0.4288053365676167,0
07936068,2,1,1,0,1,1,0,0,0.1,0
09179847,2,2,0,0,1,1,0,0,0.0,0
09548843,11,3,8,0,7,2,5,0,-1.1283650373224174,0
04617384,14,0,14,0,0,0,0,0,0.1,1
02678394,22,4,18,0,2,1,1,2,0.1,0
00637246,53,5,48,0,1,1,0,1,0.0,1
10332557,2,0,2,0,1,1,0,0,0.1,0
01075225,37,5,32,0,1,1,0,0,0.1,1
04998761,10,4,6,0,1,1,0,1,0.0,1
03950830,30,8,22,0,0,0,0,0,0.1,1
01269848,70,20,50,0,2,2,0,0,0.1,1
04221429,109,12,97,0,0,0,0,0,0.1,1
11001654,2,2,0,0,1,1,0,1,0.1,0
01516344,9,1,8,0,3,1,2,1,0.3691221507890123,1
01342143,11,0,11,0,1,1,0,1,0.1,1
00951744,44,8,36,0,1,1,0,1,0.1,1
SC307601,8,3,5,0,4,1,3,1,0.1,0
01469541,38,2,36,0,2,1,1,2,0.1,1
04791212,29,24,5,0,1,0,1,0,0.1,1
06569604,20,6,14,0,0,0,0,0,0.1,1
02442269,38,0,38,0,1,1,0,1,128.3734,1
02549484,36,5,31,0,0,0,0,0,0.1,1
07684304,4,2,2,0,2,2,0,0,0.0,1
06338824,14,8,6,0,1,1,0,0,0.1,1
06613399,27,5,22,0,1,1,0,1,0.1,1
08420845,5,0,5,0,0,0,0,0,0.0,0
08949994,10,0,10,0,3,1,2,0,0.0,0
09226260,1,1,0,0,1,1,0,0,1276.93,0
00206971,40,3,37,0,1,1,0,1,0.1,1
06378694,21,5,16,0,1,1,0,1,0.1,1
SC178991,4,3,1,0,2,2,0,0,100961.0,0
00339785,23,7,16,0,0,0,0,0,0.1,0
01389155,29,14,15,0,1,1,0,1,0.1,1
04441552,5,1,4,0,1,1,0,0,9929.0,1
04195591,10,3,7,0,0,0,0,0,0.0,1
07347905,5,3,2,0,3,3,0,0,0.15333333333333332,1
10963561,4,4,0,0,1,1,0,1,0.1,1
SC451890,3,2,1,0,2,2,0,0,0.1,0
00980603,23,3,20,0,4,4,0,1,0.1,1
04324021,10,4,6,0,1,1,0,0,0.1,1
02632558,46,7,39,0,0,0,0,0,0.1,1
SC194458,8,6,2,0,1,1,0,0,0.1,1
06521186,4,2,2,0,1,1,0,0,3753.0,0
03481321,31,4,27,0,0,0,0,0,0.1,1
00587224,27,3,24,0,1,1,0,1,0.1,1
07841898,2,1,1,0,1,1,0,0,0.5594168503136124,0
SC012599,6,3,3,0,2,2,0,0,0.1,1
06853152,5,0,5,0,0,0,0,0,0.1,0
SC470070,8,4,4,0,1,1,0,1,0.1,1
06545556,20,3,17,0,2,1,1,1,0.1,1
05865228,6,0,6,0,0,0,0,0,0.1,1
00924601,19,4,15,0,1,1,0,1,0.1,1
04467859,20,5,15,0,1,1,0,1,0.1,1
08974512,2,0,2,0,0,0,0,0,0.1,0
02869774,11,2,9,0,2,2,0,0,0.1,1
10295097,2,2,0,0,1,1,0,0,3.395499108734403,0
04346440,10,5,5,0,2,2,0,0,2052.3142857142857,1
00130588,73,6,67,0,1,1,0,1,0.1,1
08685505,7,5,2,0,1,1,0,1,796.86,1
07897433,9,4,5,0,1,0,1,0,0.1,1
02033479,7,3,4,0,1,0,1,0,0.02441748478476813,1
01054993,25,0,25,0,1,1,0,1,0.1,1
RS004353,0,0,0,0,0,0,0,0,0.1,0
03330970,13,3,10,0,1,1,0,1,0.1,1
07879972,1,1,0,0,1,1,0,0,0.0,1
02846346,30,5,25,0,1,1,0,1,0.1,1
08158217,3,1,2,0,1,1,0,0,-7.4048865619546245,0
SC291837,33,0,33,0,0,0,0,0,0.1,1
03071174,35,9,26,0,0,0,0,0,0.1,1
03303863,5,2,3,0,1,1,0,0,4.218831734960768,0
07382952,2,2,0,0,0,0,0,0,0.0,0
04536464,7,4,3,0,1,1,0,0,0.1,0
03242704,12,3,9,0,2,1,1,2,0.1,1
09266977,2,1,1,0,2,1,1,0,0.0,1
08454790,3,3,0,0,1,1,0,0,0.12891536666257217,1
01771172,38,3,35,0,2,2,0,2,0.1,1
02262815,5,2,3,0,1,1,0,0,104261.5,0
00889000,52,0,52,0,0,0,0,0,0.1,1
02232547,12,0,12,0,0,0,0,0,0.1,1
08731048,6,1,5,0,4,1,3,0,0.0,0
02657093,59,9,50,0,0,0,0,0,0.1,1
01731248,4,2,2,0,3,2,1,0,4.62662962962963,0
03266657,13,0,13,0,0,0,0,0,0.1,1
04298309,8,2,6,0,1,1,0,0,8789.0,1
04855173,54,16,38,0,0,0,0,0,0.1,1
07651171,1,1,0,0,2,2,0,0,0.764195365155572,0
09921536,2,1,1,0,2,1,1,0,141.78,0
OC366725,6,5,1,0,0,0,0,0,0.1,1
01012629,9,4,5,0,1,1,0,0,0.1,0
03618736,40,9,31,0,0,0,0,0,0.1,1
04816786,39,8,31,0,0,0,0,0,0.1,1
08906960,12,8,4,0,1,1,0,0,0.0,1
00297801,29,4,25,0,1,1,0,1,0.1,1
01120623,37,4,33,0,1,1,0,1,0.1,1
08496640,3,2,1,0,1,1,0,1,0.1,1
04588047,5,2,3,0,2,2,0,0,0.1,1
05829006,4,2,2,0,1,1,0,0,110670.0,0
09971632,1,1,0,0,1,1,0,0,4.241416103526579,0
05262178,9,2,7,0,1,1,0,1,0.0,0
NI638764,2,0,2,0,1,1,0,0,0.0,0
07936206,5,0,5,0,0,0,0,0,0.1,1
09179965,5,4,1,0,1,1,0,1,0.0,1
04617453,11,2,9,0,1,1,0,1,0.0,1
09548970,7,1,6,0,4,1,3,0,0.0,0
02678465,30,3,27,0,2,1,1,2,0.1,1
00637604,12,4,8,0,1,1,0,1,0.1,1
10332624,1,0,1,0,1,1,0,0,-30.98876404494382,0
01075500,3,3,0,0,1,1,0,1,0.1,1
04998990,45,12,33,0,0,0,0,0,0.1,1
01269937,116,10,106,0,0,0,0,0,0.1,1
11001712,2,2,0,0,1,1,0,0,0.0,0
03951117,6,2,4,0,1,1,0,0,0.0,1
04221621,5,0,5,0,0,0,0,0,0.010805048118480954,1
01516607,4,2,2,0,2,0,2,0,1.78975,0
01342183,29,6,23,0,1,1,0,1,0.1,1
00951855,51,12,39,0,0,0,0,0,0.1,1
SC307677,38,13,25,1,0,0,0,0,0.1,1
04791283,24,4,20,0,0,0,0,0,0.1,1
06569609,20,6,14,0,0,0,0,0,0.1,1
01469979,7,3,4,0,1,1,0,1,0.1,0
02442383,6,0,6,0,0,0,0,0,0.1,1
02549534,6,3,3,0,2,2,0,0,0.090065,0
06338847,12,4,8,0,2,2,0,0,0.1,1
07684601,2,2,0,0,2,2,0,0,0.8965856197056867,0
06613589,26,13,13,0,0,0,0,0,0.1,1
08421033,9,1,8,0,3,1,2,0,4.06,0
09227343,9,4,5,0,0,0,0,0,0.1,1
08950004,10,0,10,0,4,1,3,0,60.0,0
00207173,65,11,54,0,0,0,0,0,0.1,1
SC179111,20,8,12,0,0,0,0,0,0.1,1
06378700,21,5,16,0,1,1,0,1,0.1,1
00340611,62,9,53,0,1,1,0,1,0.1,1
01389165,43,12,31,0,0,0,0,0,0.1,1
04442021,7,1,6,0,1,1,0,0,0.7359696712203412,0
04195617,28,2,26,0,1,1,0,1,0.1,1
07348220,2,2,0,0,1,1,0,0,1398.84,0
10963618,1,0,1,0,1,1,0,0,0.1,0
SC452000,1,0,1,0,0,0,0,0,0.1,0
04324049,17,2,15,0,1,1,0,1,0.1,1
00980694,48,0,48,0,3,3,0,3,0.1,1
06521224,3,2,1,0,1,1,0,0,32.20515759312321,0
SC194537,25,6,19,1,2,2,0,0,0.1,1
02632734,6,3,3,0,1,1,0,0,0.008650183977793557,1
03481651,20,0,20,0,0,0,0,0,-1.1346174153625208,1
07842257,3,0,3,0,0,0,0,0,0.1,1
00588599,8,3,5,0,1,1,0,1,0.0,1
SC012698,12,3,9,0,3,2,1,1,0.1,1
06853328,53,18,35,0,0,0,0,0,0.9845319531953195,1
06545839,16,3,13,0,2,2,0,2,0.1,1
SC470319,9,4,5,0,1,1,0,1,0.1,1
04468267,13,7,6,0,0,0,0,0,0.1,1
00925220,28,3,25,0,1,1,0,1,0.1,1
02869784,21,0,21,0,0,0,0,0,0.1,1
10295198,2,2,0,0,1,1,0,1,0.1,1
08974595,12,11,1,0,0,0,0,0,0.0,0
05865257,5,1,4,0,1,1,0,0,0.0,1
04346502,19,0,19,0,0,0,0,0,0.1,1
07898157,5,3,2,0,2,2,0,0,0.1,1
00131211,15,9,6,0,0,0,0,0,0.0037992697674718114,0
02033501,21,2,19,0,1,1,0,1,0.1,1
08686547,1,0,1,0,1,1,0,0,-2.3513500123854345,0
01055334,26,11,15,0,1,1,0,1,0.1,1
RS004378,0,0,0,0,0,0,0,0,0.1,0
03331091,37,4,33,0,0,0,0,0,10.527507744899049,1
07880266,4,3,1,0,0,0,0,0,139.6818181818182,0
02846413,14,5,9,0,0,0,0,0,0.1,1
08158259,5,3,2,0,1,1,0,1,0.1,1
SC292121,5,4,1,0,1,1,0,1,0.1,1
03071231,28,7,21,0,1,1,0,0,0.1,1
04536485,18,4,14,0,3,1,2,1,0.1,1
03304007,29,0,29,0,0,0,0,0,0.1,1
03242849,7,3,4,0,5,5,0,0,0.1,1
07383001,1,1,0,0,2,2,0,0,5.869124214669593,0
01999120,61,6,55,0,1,1,0,1,0.1,1
01771308,24,4,20,0,1,1,0,1,0.1,0
08454816,5,3,2,0,2,1,1,1,0.0,1
02263030,23,3,20,0,1,1,0,1,0.1,1
00889002,15,2,13,0,2,1,1,2,0.327208,1
02233384,38,3,35,0,2,1,1,2,0.1,1
08731079,3,0,3,0,1,1,0,0,0.0,0
02657370,28,3,25,0,0,0,0,0,7.280009423960419,0
01731364,8,3,5,0,2,2,0,0,0.1032837479148882,0
03266766,17,2,15,0,0,0,0,0,0.1,1
04298347,12,3,9,0,1,1,0,1,0.0,0
04855276,16,7,9,0,0,0,0,0,0.0,1
OC367022,13,0,13,1,0,0,0,0,0.1,1
09922077,1,1,0,0,0,0,0,0,99.0,1
07651297,3,3,0,0,1,1,0,1,0.0,0
03618899,14,3,11,0,3,2,1,1,7687.5,1
04817052,3,2,1,0,2,2,0,0,1.3142493278618934,0
00297895,3,0,3,0,0,0,0,0,0.1,0
01012675,30,8,22,0,0,0,0,0,0.0,1
08907045,1,1,0,0,1,1,0,0,72.1413043478261,0
01121315,6,3,3,0,1,1,0,0,5.3624,0
08497033,11,4,7,0,0,0,0,0,0.1,1
04588183,29,9,20,0,1,1,0,0,0.5444088540421667,1
09972178,2,0,2,0,1,1,0,0,0.0,0
05262323,46,10,36,0,0,0,0,0,0.1,1
05829191,8,0,8,0,0,0,0,0,0.1,1
NI638801,3,3,0,0,2,2,0,1,52.216628959276015,1
07936386,5,1,4,0,0,0,0,0,0.1,0
09180235,2,2,0,0,1,1,0,0,3.9399452168070703,0
04617481,21,5,16,0,0,0,0,0,0.1,0
09549087,5,2,3,0,0,0,0,0,0.012782694198623401,1
02678467,23,4,19,0,1,1,0,1,0.1,1
00637798,6,3,3,0,1,1,0,1,0.0,0
10332806,1,1,0,0,1,1,0,0,0.1,0
01075752,44,4,40,0,1,1,0,1,0.1,1
01270381,28,0,28,0,1,1,0,1,0.1,1
11001834,6,5,1,0,3,1,2,2,0.1,1
04221720,10,0,10,0,0,0,0,0,0.1,1
04999246,6,2,4,0,1,1,0,0,-2.9185515702763,1
03951148,6,2,4,0,1,1,0,0,0.0,1
01342232,4,3,1,0,2,2,0,0,50789.16,1
