Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Debt/Equity,Good/Bad
05372665,4,1,3,0,1,1,0,0,4.066584766584767,0
08326256,1,1,0,0,1,1,0,0,0.0,0
10534826,2,2,0,0,2,2,0,0,0.1,1
10123785,1,0,1,0,0,0,0,0,0.1,1
07810711,1,1,0,0,1,1,0,0,288.0,1
05401036,6,0,6,0,0,0,0,0,0.0,1
08800358,2,0,2,0,0,0,0,0,0.1,1
04709081,19,3,16,0,1,1,0,1,0.1,1
02959697,6,0,6,0,0,0,0,0,0.1,1
10176264,7,5,2,0,0,0,0,0,0.1,0
10816630,2,2,0,0,1,1,0,0,0.1,0
01618677,44,3,41,0,1,1,0,1,0.0,1
02933980,33,6,27,0,0,0,0,0,0.1,1
03703703,14,3,11,0,4,3,1,1,0.1,0
03732993,33,0,33,0,0,0,0,0,0.1,0
08840047,9,2,7,2,1,1,0,1,0.0,0
04517544,43,9,34,0,0,0,0,0,0.1,1
02121957,4,3,1,0,2,2,0,0,0.1,0
09039188,2,0,2,0,2,2,0,0,0.0,0
07209557,1,1,0,0,1,1,0,0,2.0434584962269295,0
01162240,55,7,48,0,0,0,0,0,0.0,1
11112924,2,2,0,0,2,2,0,0,0.1,0
07173114,3,0,3,0,0,0,0,0,0.1,1
07256045,3,3,0,0,4,4,0,1,0.0,1
06002232,20,0,20,0,0,0,0,0,0.1,1
11725123,3,3,0,0,1,1,0,0,0.1,1
06077922,24,12,12,0,1,1,0,0,0.1747100954979536,1
09403073,1,0,1,0,0,0,0,0,0.1,0
05723903,17,0,17,0,1,1,0,1,0.1,1
03886505,8,1,7,0,0,0,0,0,1.0028387307284443,1
03191734,28,5,23,0,0,0,0,0,0.1,1
04371286,5,0,5,0,1,1,0,0,-1.252672030743365,1
06731252,5,1,4,0,1,1,0,0,3.3865999801921363,0
02757675,39,6,33,0,0,0,0,0,0.1,0
05103250,10,5,5,0,0,0,0,0,0.1,0
06487777,16,5,11,0,1,1,0,1,0.1,1
06028458,7,0,7,0,0,0,0,0,0.1,1
09071932,4,3,1,0,1,1,0,1,35.25,1
01878365,4,2,2,0,1,1,0,0,0.0,1
06429084,7,5,2,0,2,2,0,0,195.61155378486055,1
01919765,22,4,18,0,0,0,0,0,0.1,1
02155951,30,4,26,0,1,1,0,1,0.1,0
11423161,1,1,0,0,2,2,0,2,0.1,0
00801261,10,0,10,0,0,0,0,0,0.0,0
02784445,11,4,7,0,3,3,0,0,0.011611643311429552,0
06226803,28,5,23,0,1,1,0,1,0.1,1
03430879,7,1,6,0,1,1,0,0,533.9824561403509,1
06260316,33,5,28,0,1,1,0,1,0.1,1
11464821,3,3,0,0,2,2,0,0,0.1,0
11151904,1,1,0,0,0,0,0,0,0.1,0
00388147,6,3,3,0,1,1,0,0,0.1,1
00432769,10,6,4,0,2,1,1,0,0.1,0
00011717,28,9,19,0,0,0,0,0,0.1,0
CE013897,0,0,0,0,0,0,0,0,0.1,0
05758223,25,5,20,0,0,0,0,0,0.1,0
04125326,23,5,18,0,0,0,0,0,0.1,1
07556595,28,3,25,0,1,1,0,1,0.1,1
07518085,3,1,2,0,1,1,0,0,0.0,0
05075251,6,3,3,0,2,2,0,0,12142.0,0
NI042973,46,9,37,0,0,0,0,0,0.1,0
08023182,2,1,1,0,1,1,0,0,2.8205397301349326,0
10454376,3,3,0,0,1,1,0,0,24.356521739130436,0
00046014,170,14,156,0,0,0,0,0,0.1,1
SC090149,34,0,34,0,1,1,0,1,0.1,1
00751434,6,3,3,0,2,2,0,0,0.0,0
04255100,6,2,4,0,1,1,0,0,1281.6,1
10496689,1,1,0,0,1,1,0,1,0.0,0
04879982,12,6,6,0,0,0,0,0,0.0,1
09816385,7,6,1,0,0,0,0,0,1.4022034155469765,1
02538615,30,3,27,0,1,1,0,1,0.1,1
06961614,3,0,3,0,0,0,0,0,0.1,0
04678382,17,7,10,0,0,0,0,0,0.1,1
09771439,2,2,0,0,2,2,0,0,212.78,0
02504043,22,4,18,0,4,4,0,0,0.44081129567248745,1
07006334,2,2,0,0,1,1,0,0,0.10518109008434333,0
08292030,3,3,0,0,1,1,0,0,0.1,1
04918763,33,0,33,0,0,0,0,0,0.1,1
08597833,1,1,0,0,1,1,0,0,0.0,0
08552689,6,2,4,0,1,1,0,0,-2.740559097596861,1
04395497,12,0,12,0,0,0,0,0,0.1,1
05372859,17,3,14,0,1,1,0,1,0.1,1
08326327,17,5,12,0,2,2,0,0,0.1,1
10124076,2,1,1,0,1,1,0,0,0.0,0
10534921,3,2,1,0,2,1,1,0,0.0,1
11281469,1,1,0,0,1,1,0,1,0.1,0
07810715,1,0,1,0,0,0,0,0,0.1,1
05401165,23,5,18,0,1,1,0,0,0.1,1
08800474,3,2,1,0,1,1,0,1,0.1,1
04709270,10,4,6,0,1,1,0,1,0.1,1
11546030,1,1,0,0,2,2,0,0,0.1,1
10176302,2,0,2,0,2,2,0,0,0.1,1
02959712,37,7,30,0,0,0,0,0,0.1,1
01618678,7,3,4,0,1,1,0,1,0.1,1
10816750,2,2,0,0,0,0,0,0,0.0,0
03733058,22,3,19,0,1,1,0,1,0.1,1
03704346,5,3,2,0,2,2,0,0,129780.0,1
11584404,1,1,0,0,0,0,0,0,0.1,0
02934029,105,8,97,0,0,0,0,0,3.500618718498174,1
08840086,8,5,3,0,0,0,0,0,0.2535002277168084,1
04517620,25,0,25,0,0,0,0,0,0.1,1
07209837,8,4,4,0,1,1,0,1,0.1,1
01162501,38,4,34,0,1,1,0,1,0.1,1
02122174,55,8,47,0,0,0,0,0,0.1,1
09039532,4,0,4,0,0,0,0,0,0.0,0
11112969,1,1,0,0,1,1,0,0,0.1,0
07173247,6,4,2,0,0,0,0,0,0.1,0
10636201,1,1,0,0,1,1,0,0,934.92,0
11939985,3,3,0,0,1,1,0,0,0.1,0
10679315,1,0,1,0,1,1,0,0,0.1,0
07256308,2,2,0,0,1,1,0,0,713.0,0
06002255,10,6,4,0,1,1,0,0,2.0,0
05724116,16,6,10,0,0,0,0,0,0.1,1
06078132,7,5,2,0,1,1,0,0,0.1,1
11725165,1,1,0,0,1,1,0,0,0.1,0
09403110,3,0,3,0,2,2,0,0,0.0,0
09565593,2,0,2,0,0,0,0,0,0.1,1
09606237,2,2,0,0,2,2,0,0,1169901.0,0
03886811,6,0,6,0,2,2,0,0,-1.00065445026178,0
04371373,5,3,2,0,1,1,0,0,1041.35,0
03191793,6,2,4,0,1,1,0,0,8941.5,0
06731387,14,9,5,0,2,0,2,0,0.1,1
02757677,42,3,39,0,2,1,1,2,0.0,1
05103846,10,0,10,0,0,0,0,0,0.1,1
06487855,8,2,6,0,1,1,0,0,0.0,1
01878501,6,0,6,0,1,1,0,0,0.1,1
IP11596R,0,0,0,0,0,0,0,0,0.1,0
06028492,3,2,1,0,2,2,0,0,43671.5,0
09072206,4,2,2,0,1,1,0,0,15879.0,0
02156009,22,0,22,0,1,1,0,1,0.1,1
01919823,62,14,48,0,0,0,0,0,0.1,1
06429115,6,2,4,0,1,1,0,1,0.1,1
IP18129R,0,0,0,0,0,0,0,0,0.1,0
11423668,2,2,0,0,2,2,0,0,0.1,0
04016409,48,14,34,0,0,0,0,0,0.1,1
02784453,13,2,11,0,0,0,0,0,225.0909090909091,1
00801519,19,0,19,0,0,0,0,0,0.1,1
06226957,7,5,2,0,1,1,0,1,1005.7426086956522,1
00388182,34,0,34,0,1,1,0,1,0.1,1
04041884,35,4,31,0,1,1,0,1,0.1,1
06260329,24,9,15,0,11,0,11,0,0.1,1
03430894,41,0,41,0,0,0,0,0,0.1,1
11152011,1,1,0,0,1,1,0,0,0.1,0
11465740,1,1,0,0,1,1,0,0,0.1,1
00432989,43,11,32,0,0,0,0,0,0.1,1
00011771,23,10,13,0,0,0,0,0,6.208921933085501,1
CE013910,0,0,0,0,0,0,0,0,0.1,0
05758421,3,3,0,0,0,0,0,0,0.1,0
05538904,5,0,5,0,0,0,0,0,0.1,1
04125327,16,0,16,0,0,0,0,0,0.1,1
07556665,9,0,9,0,0,0,0,0,0.1,1
07518120,2,1,1,0,1,1,0,0,3431.0,0
NI043064,43,8,35,0,0,0,0,0,0.1,0
05577224,8,4,4,0,0,0,0,0,0.1,0
05075508,10,1,9,0,1,1,0,0,0.6915306200659156,1
08023346,4,3,1,0,3,3,0,0,0.7013969915802087,0
10455139,1,0,1,0,1,1,0,0,0.1,0
00046723,11,5,6,0,2,2,0,1,0.1,1
10496892,2,2,0,0,2,2,0,0,0.0,0
SC090157,22,1,21,0,1,1,0,1,0.1,1
00751560,12,0,12,0,0,0,0,0,0.1,1
04255112,14,2,12,0,1,1,0,1,0.1,1
02538734,56,7,49,0,0,0,0,0,0.1,1
09816484,4,4,0,0,3,3,0,0,0.534521158129176,1
04880130,6,3,3,0,0,0,0,0,0.1,1
09771509,1,0,1,0,1,1,0,1,0.1,0
07006819,4,0,4,0,0,0,0,0,0.1,1
02504054,25,3,22,0,1,1,0,1,0.1,1
06963023,3,0,3,0,0,0,0,0,0.1,1
04678522,5,3,2,0,2,2,0,0,10.87519129399762,1
03803544,4,1,3,0,1,1,0,0,17.888010540184453,1
08292131,9,3,6,0,1,1,0,0,0.25192835664792784,1
04918777,6,2,4,0,1,1,0,1,4.746634481478043,1
08597911,14,1,13,0,0,0,0,0,1803389.0,1
04395499,16,3,13,0,1,1,0,1,0.1,1
05373002,4,0,4,0,0,0,0,0,0.1,0
08553020,1,1,0,0,1,1,0,0,1.1044520547945205,0
08327366,3,3,0,0,1,1,0,0,2.1071303596951965,1
11281798,13,10,3,0,5,5,0,0,0.1,0
10124124,2,1,1,0,1,1,0,0,0.0,0
09360397,6,5,1,0,1,1,0,1,0.1,1
07810719,1,0,1,0,2,2,0,0,0.4008995588701694,0
05401378,7,1,6,0,1,1,0,0,0.0,1
08800522,11,5,6,0,2,1,1,1,0.1,1
03829460,27,5,22,0,1,1,0,0,0.1,1
11546212,2,2,0,0,2,2,0,0,0.1,0
04710047,5,2,3,0,1,1,0,0,12.3654,0
02959849,33,4,29,0,1,1,0,1,0.1,1
10817198,2,2,0,0,2,2,0,0,0.1,0
03733077,27,3,24,0,1,1,0,1,0.1,1
10176819,2,0,2,0,1,1,0,0,0.0,0
11586152,3,2,1,0,1,1,0,1,0.1,1
03704495,49,0,49,0,0,0,0,0,0.1,1
02343094,21,0,21,0,0,0,0,0,0.1,1
01618685,43,3,40,0,1,1,0,1,0.0,1
04517621,12,4,8,0,2,1,1,1,0.1,1
02934093,19,5,14,0,1,1,0,0,0.037634858242033956,1
02122308,22,6,16,0,2,1,1,0,0.1,1
01162531,6,2,4,0,2,2,0,0,0.27397566639201293,1
07210040,14,0,14,0,0,0,0,0,0.1,1
09039592,2,1,1,0,1,1,0,0,12679.0,0
07173304,2,0,2,0,2,2,0,0,0.04361360579634691,1
11113030,1,1,0,0,1,1,0,0,0.1,0
11940315,2,2,0,0,2,2,0,0,0.1,0
10636616,1,1,0,0,1,1,0,0,-4.010105263157895,0
08840313,1,1,0,0,1,1,0,0,1.7728547392035894,0
07256654,2,0,2,0,0,0,0,0,0.1,1
10679958,21,13,8,0,0,0,0,0,0.1,1
05724233,16,6,10,0,0,0,0,0,0.1,1
06002309,14,8,6,0,0,0,0,0,0.1,0
06078143,6,1,5,0,1,1,0,0,0.0,1
11725350,2,2,0,0,2,2,0,0,0.1,0
09403611,6,3,3,0,2,1,1,2,0.1,1
09606330,5,4,1,0,0,0,0,0,0.1,1
09565766,4,4,0,0,0,0,0,0,4482.12,1
03543553,14,4,10,0,1,1,0,1,0.1,1
03886841,18,4,14,0,0,0,0,0,0.05493186242699546,1
03574118,81,13,68,0,0,0,0,0,0.1,0
04371548,11,5,6,0,2,1,1,1,5.047590757507347,1
06731513,3,1,2,0,0,0,0,0,0.1,0
03191955,71,8,63,0,0,0,0,0,0.1,1
02757681,21,2,19,0,1,1,0,1,0.1,1
05103872,10,0,10,0,0,0,0,0,0.1,1
IP11612R,0,0,0,0,0,0,0,0,0.1,0
06488655,11,4,7,1,0,0,0,0,0.1,1
09072310,1,0,1,0,1,1,0,1,0.0,1
01919920,4,4,0,0,1,1,0,0,0.1,1
02156028,68,0,68,0,1,1,0,1,0.1,1
IP18160R,0,0,0,0,0,0,0,0,0.1,0
01878675,6,3,3,0,0,0,0,0,0.1,1
06028509,3,3,0,0,3,3,0,0,3.9971581410899364,0
04016499,29,3,26,0,1,1,0,1,0.1,1
11423736,1,1,0,0,1,1,0,0,0.1,0
06227091,7,2,5,0,4,2,2,0,0.1,0
06429337,18,4,14,0,0,0,0,0,0.1,1
00388220,16,3,13,0,2,1,1,0,0.1,0
04041885,7,2,5,0,1,1,0,0,0.1,1
00802315,6,2,4,0,2,2,0,0,0.7480734719729758,0
02784766,21,5,16,0,1,1,0,0,0.4848989738707289,1
06260426,8,4,4,0,1,1,0,1,0.0,1
11152423,3,1,2,0,2,1,1,0,0.1,0
03430925,55,6,49,0,1,0,1,0,0.1,1
03604133,9,3,6,0,2,1,1,1,1.1860167594191773,0
11466619,2,2,0,0,1,1,0,0,0.1,0
00433078,5,4,1,0,0,0,0,0,0.1,1
CE013919,0,0,0,0,0,0,0,0,0.1,0
00011785,9,3,6,0,0,0,0,0,0.1,1
05539076,3,2,1,0,1,1,0,0,0.1,0
04125371,18,4,14,0,7,6,1,1,0.1,1
05758431,7,1,6,0,2,2,0,1,2.3792666666666666,0
07556770,20,9,11,0,1,1,0,1,0.1,1
07518420,2,1,1,0,1,1,0,0,3.191487596449017,1
NI043129,16,10,6,0,6,6,0,0,0.1799698531216041,0
05577285,9,9,0,0,1,1,0,0,0.1,0
08023637,3,2,1,0,3,1,2,1,0.0,0
10455346,1,0,1,0,1,1,0,0,0.1,0
05075543,4,0,4,0,0,0,0,0,0.1,0
SC090312,98,8,90,0,1,1,0,1,0.1,1
10496963,2,2,0,0,2,2,0,0,1431.55,0
00752321,3,2,1,0,1,1,0,0,0.8270886441248617,0
04255405,8,4,4,0,1,1,0,1,0.0,0
00046833,91,8,83,0,0,0,0,0,0.1,0
02538900,47,9,38,0,0,0,0,0,0.1,1
04880738,10,0,10,0,0,0,0,0,0.1,1
02504173,43,5,38,0,2,1,1,2,0.1,1
06963114,2,0,2,0,1,1,0,0,3788.0,0
09771556,12,7,5,0,1,1,0,1,0.1,1
09816531,1,0,1,0,1,1,0,0,0.0,0
07007099,8,4,4,0,2,2,0,0,0.08372153691350204,0
04678537,6,3,3,0,1,1,0,0,0.2345594572802847,0
03804210,13,0,13,0,0,0,0,0,0.1,1
04918781,5,3,2,0,2,2,0,0,0.1,1
08292380,26,10,16,0,3,3,0,0,0.1,1
08597912,14,1,13,0,0,0,0,0,-1.0,1
05373368,12,4,8,0,1,1,0,1,0.1,1
04395661,6,2,4,0,1,1,0,0,0.1,1
08553895,2,2,0,0,1,1,0,0,7.265082983991567,0
08327422,22,0,22,0,0,0,0,0,0.1,1
11281892,1,1,0,0,1,1,0,0,0.1,0
10124448,3,3,0,0,1,1,0,0,0.0,0
09360484,1,1,0,0,1,1,0,0,71.226,0
07811222,5,0,5,0,1,1,0,1,0.1,0
05401393,5,1,4,0,1,1,0,0,1.6044538160872248,0
08800537,6,0,6,0,0,0,0,0,0.1,1
03829462,35,9,26,0,1,1,0,1,0.1,1
11546324,1,1,0,0,1,1,0,0,0.1,0
04710234,10,4,6,0,1,1,0,0,0.0,1
10817253,1,1,0,0,0,0,0,0,0.1,0
02959989,22,3,19,0,0,0,0,0,0.1,1
03733088,22,4,18,0,1,1,0,1,0.1,1
11586528,3,3,0,0,2,2,0,0,0.1,0
10177057,5,4,1,0,2,2,0,2,0.1,1
03704603,6,2,4,0,1,1,0,0,0.1,1
02343336,21,4,17,0,1,1,0,1,0.1,1
01618825,16,1,15,0,2,1,1,0,0.1,0
04517669,9,2,7,0,1,1,0,0,39.204488778054866,1
02934202,15,7,8,0,4,1,3,1,0.1,0
09039827,8,8,0,2,2,1,1,2,0.1,0
02122340,68,15,53,0,1,1,0,1,0.1,1
01162840,30,5,25,0,0,0,0,0,0.0,0
07210463,3,1,2,0,1,1,0,0,0.0,0
11113201,2,2,0,0,2,2,0,0,0.1,0
07173888,1,0,1,0,1,1,0,0,99.47863247863248,0
11940360,1,1,0,0,1,1,0,0,0.1,0
10636682,9,7,2,0,1,1,0,1,0.1,1
07256655,9,4,5,0,1,1,0,1,0.1,1
10680158,2,2,0,0,1,1,0,0,0.1,0
05724284,22,8,14,0,2,1,1,2,0.1,1
08840773,1,1,0,0,1,1,0,0,42.23,0
06002530,6,1,5,0,1,1,0,0,0.0,1
06078196,2,0,2,0,0,0,0,0,0.1,1
11725802,4,4,0,0,0,0,0,0,0.1,0
09403614,6,3,3,0,2,1,1,2,28.344149990986118,1
09606517,8,1,7,0,3,1,2,0,0.0,0
09565907,3,3,0,0,3,3,0,0,-16.913937753721246,0
03543616,6,4,2,0,2,2,0,0,2782.5049504950493,0
03574242,28,4,24,0,1,1,0,1,0.1,1
03887180,12,4,8,0,2,2,0,0,0.04030421950248931,1
03192004,10,2,8,0,0,0,0,0,0.011700754694404321,1
06731528,30,10,20,0,1,1,0,1,0.1,0
04371632,16,2,14,0,1,1,0,0,0.0,1
02757768,69,7,62,0,1,1,0,1,0.1,1
IP11747R,0,0,0,0,0,0,0,0,0.1,0
06488805,21,4,17,0,2,2,0,2,0.1,1
02156143,28,0,28,0,0,0,0,0,0.1,1
09073121,8,5,3,0,2,2,0,0,26.421825396825398,1
01920623,93,10,83,0,1,1,0,1,0.1,1
IP18171R,0,0,0,0,0,0,0,0,0.1,0
06227100,20,12,8,0,0,0,0,0,0.1,1
11424098,3,1,2,0,2,1,1,0,0.1,0
06028633,10,0,10,0,0,0,0,0,0.1,1
01878754,25,3,22,0,2,2,0,0,0.017557313529221828,0
04016712,11,4,7,0,0,0,0,0,0.1,1
00388497,13,2,11,0,1,1,0,1,0.1,1
06429764,4,0,4,0,0,0,0,0,0.1,1
02784958,15,0,15,0,1,1,0,1,0.1,1
05103889,10,0,10,0,0,0,0,0,0.1,1
00802706,11,3,8,0,1,1,0,1,0.0,0
04041951,3,2,1,0,1,1,0,0,0.1,0
11152618,1,1,0,0,1,1,0,0,0.1,0
06260536,5,0,5,0,2,2,0,0,-1.0044219835754895,1
11466950,2,2,0,0,2,2,0,0,0.1,0
00433300,10,3,7,0,1,1,0,1,16.423543819364713,0
03604601,5,1,4,0,4,2,2,0,0.1,1
03431169,26,12,14,0,0,0,0,0,0.1,1
CE013942,0,0,0,0,0,0,0,0,0.1,0
00012383,130,43,87,0,0,0,0,0,0.1,1
05539250,16,2,14,0,0,0,0,0,0.1,1
04125713,28,11,17,0,4,4,0,0,0.1,1
05758908,15,5,10,0,1,1,0,1,0.1,1
07557079,2,1,1,0,1,1,0,0,107.64,0
07519888,42,10,32,0,0,0,0,0,0.1,0
NI043190,6,2,4,0,1,1,0,0,1.4256198347107438,0
08023894,14,0,14,0,0,0,0,0,89.1673640167364,0
05577328,6,0,6,0,0,0,0,0,0.1,1
10455406,17,12,5,0,0,0,0,0,0.0,0
05075831,12,0,12,0,0,0,0,0,0.1,1
SC090317,16,4,12,0,1,1,0,1,0.0,1
10497020,1,1,0,0,1,1,0,0,841.45,0
00046913,45,2,43,0,1,1,0,0,0.0,1
04255473,27,8,19,0,2,2,0,2,0.1,1
00752569,14,7,7,0,3,3,0,0,0.1,1
04880836,6,3,3,0,2,2,0,0,163.968,0
06963774,4,3,1,0,2,2,0,0,0.1,0
09816694,1,0,1,0,0,0,0,0,0.1,1
09771559,3,3,0,0,3,2,1,1,0.0,0
04679298,9,6,3,0,1,1,0,0,0.1901843053930814,1
02538908,122,13,109,0,0,0,0,0,0.1,1
07007117,2,2,0,0,1,1,0,0,14.398132427843803,0
02504488,21,3,18,0,1,1,0,0,0.030186007594773766,1
08293063,1,0,1,0,0,0,0,0,0.1,1
03804593,7,3,4,0,1,1,0,0,124510.5,1
04918787,5,0,5,0,0,0,0,0,-1.026363444935776,0
08598500,8,7,1,2,3,1,2,1,0.1,0
05373392,3,2,1,0,1,1,0,0,1.308051341890315,0
04395696,67,3,64,0,1,1,0,1,0.1,0
08554157,11,6,5,0,1,1,0,0,0.0,1
08327435,2,2,0,0,1,1,0,0,8.34327485380117,0
11281942,1,1,0,0,1,1,0,0,0.1,1
10124762,6,2,4,0,1,1,0,1,0.1,1
09360503,2,1,1,0,1,1,0,0,2.188019409894584,1
07811282,1,1,0,0,2,2,0,0,-0.9105359159211326,0
05401672,6,1,5,0,4,4,0,0,0.1,0
08800576,2,0,2,0,0,0,0,0,0.1,0
03829464,7,0,7,0,0,0,0,0,0.1,1
11546526,1,1,0,0,1,1,0,0,0.1,0
04710243,6,2,4,0,2,2,0,0,27.448,0
10817594,2,2,0,0,0,0,0,0,1245.8,0
11586931,1,1,0,0,1,1,0,0,0.1,0
02959991,15,2,13,0,1,1,0,1,0.0,0
10177130,3,2,1,0,3,2,1,0,524.1414141414141,1
03704778,10,0,10,0,0,0,0,0,0.1,1
02343438,18,0,18,0,0,0,0,0,0.1,0
03733663,4,2,2,0,1,1,0,0,199327.0,0
01619236,30,6,24,0,2,2,0,1,0.1,1
04517730,12,2,10,0,2,1,1,2,0.1,1
09040017,4,2,2,0,2,2,0,0,-1.319079578139981,1
02934393,7,3,4,0,3,1,2,1,3748.24,0
01162870,28,3,25,0,0,0,0,0,0.1,1
02122431,13,2,11,0,1,1,0,1,0.1,1
07210495,2,2,0,0,2,2,0,0,-1.0322192324033423,0
11113214,1,1,0,0,1,1,0,1,0.1,0
07173979,5,4,1,0,1,1,0,0,5221.035714285715,0
11940462,1,1,0,0,1,1,0,0,0.1,0
10680473,2,0,2,0,2,2,0,0,0.1,0
10636757,2,2,0,0,2,2,0,0,0.5167845166933955,0
05970005,3,2,1,0,2,2,0,0,0.05997804007685973,1
11726071,1,1,0,0,1,1,0,0,0.1,0
08841445,2,2,0,0,1,1,0,0,55530.56,1
05724660,45,13,32,0,0,0,0,0,0.1,1
09606645,3,3,0,0,3,3,0,0,0.1,0
09566454,2,0,2,0,0,0,0,0,0.1,0
06002695,4,2,2,0,1,1,0,0,637.6,0
06078242,4,0,4,0,1,1,0,0,1347.6,0
09403656,5,2,3,0,2,1,1,2,0.0006845735577479285,1
03574664,16,0,16,0,0,0,0,0,0.1,1
03543772,11,0,11,0,0,0,0,0,0.1,1
03887515,7,2,5,0,1,1,0,0,0.0,0
02757907,17,4,13,0,1,1,0,1,0.1,1
03192400,25,2,23,0,0,0,0,0,0.0,1
IP11769R,0,0,0,0,0,0,0,0,0.1,0
02156192,34,3,31,0,1,1,0,1,0.1,1
09073411,2,2,0,0,2,2,0,0,3.43,0
06488944,4,2,2,0,1,1,0,0,799.29,1
11424527,2,2,0,0,2,2,0,0,0.1,0
IP18202R,0,0,0,0,0,0,0,0,0.1,0
06028759,13,3,10,0,2,2,0,0,0.1,1
01921082,37,3,34,0,1,1,0,1,0.1,1
06227137,3,3,0,0,2,2,0,0,64390.5,0
06731552,5,1,4,0,1,1,0,0,0.0,0
04371685,16,6,10,0,0,0,0,0,0.0,1
04016743,32,4,28,0,1,1,0,1,0.1,1
00388611,16,2,14,0,1,1,0,1,0.1,0
02785133,62,5,57,0,0,0,0,0,0.1,1
06430170,17,3,14,0,7,1,6,1,0.1,1
01878772,8,2,6,0,1,1,0,0,0.018575634682101154,0
05104224,3,2,1,0,1,1,0,0,33.88,0
04041962,33,12,21,0,0,0,0,0,0.1,1
00802848,12,3,9,0,1,1,0,1,0.1,1
11153107,1,1,0,0,0,0,0,0,0.1,0
06260615,11,4,7,0,1,1,0,0,0.1,1
11467498,2,1,1,0,2,1,1,0,0.1,0
00433411,18,5,13,0,0,0,0,0,0.19759862778730702,0
03604617,16,8,8,0,6,5,1,0,0.0,1
03431249,10,5,5,0,4,3,1,0,0.1,1
CE013945,0,0,0,0,0,0,0,0,0.1,0
05539474,7,3,4,0,1,1,0,0,0.1,1
00012851,31,14,17,0,0,0,0,0,1.600343872385137,0
04125764,43,8,35,0,0,0,0,0,0.1,1
05758967,3,2,1,0,1,1,0,0,0.0,1
07519927,23,10,13,0,0,0,0,0,0.1,0
07557396,3,2,1,0,2,2,0,0,0.0,0
08024061,8,3,5,0,1,1,0,1,0.1,1
NI043241,7,4,3,0,0,0,0,0,9.190243902439024,0
05578557,10,3,7,0,0,0,0,0,0.1,1
10455754,2,2,0,0,2,2,0,0,-6.3392718126833945,1
05075836,4,3,1,0,1,1,0,0,0.0,0
SC090368,14,3,11,0,1,1,0,1,0.1,1
10497099,1,1,0,0,1,1,0,0,24158.0,0
00047382,16,5,11,0,1,1,0,0,0.41233333333333333,0
04255496,5,3,2,0,2,2,0,0,326.81,1
00753110,25,5,20,0,1,1,0,1,0.1,1
04880870,7,1,6,0,2,2,0,0,7.0003,0
06964509,7,4,3,0,3,1,2,1,1.9332426974828558,0
09816945,8,5,3,0,0,0,0,0,0.03408425980105325,1
09771570,1,1,0,0,1,1,0,0,4.414494773519164,0
04679458,40,6,34,0,1,1,0,1,0.1,1
02538910,31,7,24,0,0,0,0,0,0.1,1
07007118,13,0,13,0,0,0,0,0,0.0,1
02504868,37,3,34,0,1,1,0,1,0.1,1
08293360,4,3,1,0,1,1,0,0,0.0,0
03804696,43,4,39,0,6,1,5,1,0.1,1
04918987,3,3,0,0,2,2,0,0,1.6672,0
08598635,1,1,0,0,1,1,0,0,-0.1421344024436808,0
05373481,9,0,9,0,0,0,0,0,0.1,1
08554750,1,1,0,0,1,1,0,0,-9.493669314796424,0
08327500,2,2,0,0,2,2,0,0,0.0,0
11281965,4,4,0,2,1,1,0,1,0.1,0
10124871,1,1,0,0,1,1,0,0,11.423809523809524,0
04395718,15,0,15,0,0,0,0,0,0.1,1
07811317,21,6,15,0,1,1,0,1,0.1,1
09360511,3,1,2,0,1,1,0,0,-1.363534094842506,0
05402228,5,0,5,0,0,0,0,0,0.1,0
08800612,2,2,0,0,1,1,0,0,0.0,0
03829466,22,3,19,0,0,0,0,0,0.1,1
11546579,5,5,0,0,0,0,0,0,0.1,0
04710434,4,1,3,0,1,1,0,0,0.265966937811598,0
10817605,1,1,0,0,1,1,0,0,2.955399061032864,0
11587534,6,6,0,0,1,1,0,1,0.1,0
02960039,10,2,8,0,1,1,0,1,0.1,1
10177205,3,3,0,0,3,3,0,0,-2.6122977346278318,0
03733679,11,0,11,0,1,1,0,1,0.1,1
02343731,21,4,17,0,2,1,1,2,0.1,1
09040043,2,2,0,0,1,1,0,0,9501.28,0
03704874,17,6,11,0,0,0,0,0,0.0,1
04517785,4,2,2,0,1,1,0,0,2030.06,0
02934475,15,0,15,0,0,0,0,0,0.1,1
01163246,45,14,31,0,0,0,0,0,0.1,1
02122585,14,5,9,0,5,4,1,0,0.1,0
07210798,18,11,7,0,0,0,0,0,0.1,1
11113327,5,3,2,0,3,2,1,2,0.1,1
01619253,143,14,129,0,0,0,0,0,0.1,1
11940742,1,1,0,0,2,2,0,0,0.1,1
07174001,3,1,2,0,1,1,0,0,128153.0,0
10680708,1,1,0,0,1,1,0,0,10699.0,0
10636948,4,3,1,0,4,3,1,0,189717.25,0
05970100,8,3,5,0,1,1,0,1,0.0,1
11726301,2,2,0,0,1,1,0,1,0.1,1
08841631,1,1,0,0,1,1,0,0,0.0,0
05724929,2,1,1,0,1,1,0,0,0.38494879991331205,0
09606811,10,3,7,0,1,1,0,1,762.435,1
09566609,1,0,1,0,1,1,0,0,0.0,0
06003227,3,3,0,0,2,2,0,0,77.27946127946127,0
06078286,5,3,2,0,1,1,0,1,0.1,1
09403678,2,2,0,0,2,2,0,0,26426.0,0
