Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Good/Bad
03896007,5,1,4,0,2,2,0,0,1
03896584,34,0,34,0,0,0,0,0,1
03896734,16,8,8,0,0,0,0,0,1
03897745,20,3,17,1,1,1,0,1,1
03897926,34,0,34,0,0,0,0,0,1
03898093,24,4,20,0,0,0,0,0,0
03898246,7,3,4,0,2,2,0,0,1
03898338,18,3,15,0,3,1,2,1,1
03898509,4,2,2,0,3,3,0,0,1
03898843,7,4,3,0,0,0,0,0,0
03900397,7,3,4,0,3,2,1,0,0
03900836,29,0,29,0,1,1,0,1,1
03901706,5,0,5,0,0,0,0,0,1
03902325,7,2,5,0,1,1,0,0,0
03902880,23,6,17,0,1,1,0,1,1
03902912,6,2,4,0,0,0,0,0,1
03902965,20,0,20,0,0,0,0,0,1
03904023,8,0,8,0,0,0,0,0,1
03904153,13,0,13,0,0,0,0,0,1
03906241,28,2,26,0,1,1,0,1,1
03907036,11,6,5,0,1,1,0,1,1
03907048,7,2,5,0,1,1,0,0,1
03907182,5,1,4,0,1,1,0,0,1
03907429,16,4,12,0,1,1,0,0,0
03908435,22,9,13,0,0,0,0,0,1
03909772,14,0,14,0,0,0,0,0,1
03911256,35,3,32,0,3,1,2,1,1
03911278,36,3,33,0,1,1,0,1,1
03911991,9,0,9,0,0,0,0,0,0
03912300,18,2,16,0,0,0,0,0,1
03913072,5,3,2,0,2,2,0,0,1
03913873,18,4,14,0,0,0,0,0,0
03913912,19,0,19,0,0,0,0,0,1
03914773,19,5,14,0,1,1,0,0,1
03914814,41,3,38,0,2,1,1,1,1
03915388,10,0,10,0,1,1,0,1,1
03915417,10,4,6,0,1,1,0,1,1
03915442,8,4,4,0,1,1,0,1,1
03915447,10,0,10,0,0,0,0,0,1
03916560,13,1,12,0,1,1,0,1,1
03918227,16,4,12,0,1,1,0,0,1
03919619,16,4,12,0,1,1,0,1,1
03920198,22,0,22,0,0,0,0,0,1
03920217,35,6,29,0,2,2,0,1,1
03920626,11,2,9,0,2,1,1,1,0
03920946,56,14,42,0,0,0,0,0,1
03921089,28,2,26,0,1,1,0,1,1
03921701,11,3,8,0,1,1,0,1,1
03922093,7,1,6,0,1,1,0,0,0
03922227,4,3,1,0,1,1,0,0,0
03922468,19,0,19,0,1,1,0,1,1
03923096,6,2,4,0,0,0,0,0,1
03923275,5,2,3,0,1,1,0,0,1
03923324,20,0,20,0,0,0,0,0,1
03923336,17,0,17,0,0,0,0,0,1
03923561,16,0,16,0,0,0,0,0,1
03924469,14,2,12,0,1,1,0,1,1
03924932,15,4,11,0,2,2,0,2,1
03926686,17,3,14,4,1,1,0,1,1
03927557,4,1,3,0,1,1,0,0,0
03927594,9,5,4,0,1,1,0,1,0
03927610,4,2,2,0,2,2,0,0,0
03927635,17,3,14,0,1,1,0,1,1
03927994,7,3,4,0,0,0,0,0,0
03928315,9,3,6,0,1,1,0,0,0
03928932,16,5,11,0,1,1,0,1,0
03929879,8,4,4,0,1,1,0,1,1
03929939,6,2,4,0,2,1,1,0,0
03930321,17,6,11,0,2,1,1,2,1
03931048,5,0,5,0,0,0,0,0,1
03931507,47,11,36,0,0,0,0,0,0
03932731,8,4,4,0,2,2,0,1,1
03932840,20,3,17,0,2,1,1,2,1
03933096,12,3,9,0,1,1,0,1,1
03933291,14,3,11,0,1,1,0,1,1
03933986,15,0,15,0,1,1,0,1,1
03934314,11,0,11,0,0,0,0,0,1
03934326,11,0,11,0,0,0,0,0,1
03934339,9,2,7,0,1,1,0,1,1
03934732,20,3,17,0,2,2,0,1,1
03934744,14,0,14,0,0,0,0,0,1
03934747,8,0,8,0,1,1,0,0,1
03934750,24,4,20,0,1,1,0,1,1
03934761,22,5,17,0,1,1,0,1,1
03934790,15,0,15,0,0,0,0,0,1
03934831,24,0,24,0,0,0,0,0,1
03934833,5,3,2,0,1,1,0,1,1
03936571,21,3,18,0,1,1,0,1,1
03936713,7,2,5,0,2,2,0,0,1
03937377,6,2,4,0,1,1,0,0,1
03940587,4,2,2,0,1,1,0,0,0
03942183,42,7,35,0,1,1,0,1,1
03946280,57,15,42,0,2,2,0,0,0
03946731,76,16,60,0,2,1,1,0,0
03946785,16,3,13,0,0,0,0,0,1
03949250,7,3,4,0,2,2,0,0,0
03949697,21,2,19,0,1,1,0,1,1
03949707,31,5,26,0,2,2,0,0,1
03949824,7,2,5,0,1,1,0,0,0
03949843,28,4,24,0,1,1,0,1,1
03951260,34,7,27,0,1,1,0,1,1
03951306,22,5,17,0,1,1,0,1,1
03951895,11,2,9,0,1,1,0,0,1
03952910,10,3,7,0,3,1,2,0,0
03953195,47,11,36,0,0,0,0,0,0
03954514,6,3,3,0,2,2,0,0,0
03955861,41,4,37,0,1,1,0,1,1
03957249,12,5,7,0,0,0,0,0,0
03957322,14,2,12,0,2,2,0,0,1
03958363,9,3,6,0,3,3,0,0,0
03958448,4,1,3,0,1,1,0,0,0
03958793,30,13,17,0,0,0,0,0,0
03959835,7,2,5,0,1,1,0,1,0
03962001,24,4,20,0,2,1,1,2,1
03962410,36,2,34,0,1,1,0,1,1
03963921,20,3,17,1,1,1,0,1,1
03964238,6,4,2,0,2,2,0,0,0
03964274,6,1,5,0,1,1,0,0,1
03964469,8,0,8,0,0,0,0,0,0
03964578,4,1,3,0,2,2,0,0,0
03964835,9,0,9,0,1,1,0,1,1
03964960,4,2,2,0,2,2,0,0,0
03966333,28,4,24,0,1,1,0,1,1
03966743,11,3,8,0,1,1,0,0,1
03967275,8,4,4,0,1,1,0,0,1
03967680,21,5,16,0,5,3,2,1,1
03967878,25,0,25,0,0,0,0,0,1
03967882,26,0,26,0,0,0,0,0,1
03967914,16,0,16,0,0,0,0,0,1
03967922,16,0,16,0,0,0,0,0,1
03968160,8,0,8,0,0,0,0,0,1
03968279,17,10,7,0,0,0,0,0,0
03968392,9,2,7,0,1,1,0,1,1
03968610,9,2,7,0,1,1,0,1,1
03968807,10,1,9,0,1,1,0,0,1
03969447,0,0,0,0,0,0,0,0,1
03970279,9,2,7,0,1,1,0,1,1
03970339,9,2,7,0,1,1,0,1,1
03971723,8,3,5,0,1,1,0,1,1
03973434,20,4,16,0,1,1,0,0,1
03973716,6,0,6,0,0,0,0,0,1
03974519,21,2,19,0,1,1,0,1,0
03974835,6,2,4,0,1,1,0,0,0
03975193,20,3,17,1,1,1,0,1,1
03975288,7,3,4,0,1,1,0,1,1
03976076,24,0,24,0,0,0,0,0,1
03976655,10,3,7,0,1,1,0,0,0
03977028,5,2,3,0,1,1,0,0,0
03977289,28,0,28,0,0,0,0,0,1
03977431,6,2,4,0,0,0,0,0,1
03977597,8,3,5,0,1,1,0,1,0
03977837,8,2,6,0,2,2,0,0,1
03977841,7,0,7,0,0,0,0,0,1
03977902,17,3,14,0,1,1,0,1,1
03977909,6,2,4,0,2,1,1,0,1
03977982,9,2,7,0,2,2,0,0,1
03978346,32,3,29,0,1,1,0,1,1
03980266,15,0,15,0,0,0,0,0,1
03982057,16,0,16,0,0,0,0,0,1
03982225,26,0,26,0,0,0,0,0,1
03982959,13,6,7,0,1,1,0,0,1
03984214,4,0,4,0,1,1,0,0,1
03984464,29,4,25,0,1,1,0,1,1
03984470,16,0,16,0,0,0,0,0,1
03984492,16,0,16,0,0,0,0,0,1
03985507,5,1,4,0,1,1,0,0,0
03986603,12,5,7,0,2,2,0,0,1
03987132,7,0,7,0,0,0,0,0,1
03989137,26,8,18,0,0,0,0,0,1
03990682,5,2,3,0,1,1,0,0,1
03991383,9,5,4,0,0,0,0,0,0
03991620,3,0,3,0,0,0,0,0,1
03991838,42,0,42,0,0,0,0,0,1
03993146,5,0,5,0,0,0,0,0,1
03993250,5,5,0,0,4,4,0,0,0
03996307,4,0,4,0,0,0,0,0,1
03997525,5,2,3,0,2,2,0,0,1
03998049,12,0,12,0,0,0,0,0,0
03998136,14,4,10,0,1,1,0,1,1
03998296,6,3,3,0,1,1,0,0,1
03998820,8,0,8,0,0,0,0,0,1
03998833,17,3,14,0,2,2,0,2,1
03998881,17,4,13,0,1,1,0,1,1
03999510,14,5,9,0,1,1,0,1,0
08800236,3,1,2,0,2,1,1,0,0
08800259,3,1,2,0,2,1,1,0,0
08800341,3,0,3,0,2,2,0,0,0
08800358,2,0,2,0,0,0,0,0,1
08800898,2,0,2,0,0,0,0,0,1
08801406,1,1,0,0,2,2,0,0,0
08802965,3,1,2,0,2,1,1,0,0
08803782,8,3,5,0,1,1,0,1,1
08803796,2,2,0,0,1,1,0,0,0
08804155,8,0,8,0,0,0,0,0,1
08805073,4,2,2,0,2,1,1,0,0
08808394,3,2,1,0,3,1,2,3,0
08811042,2,2,0,0,2,2,0,0,0
08811158,2,0,2,0,0,0,0,0,0
08812271,3,0,3,0,1,1,0,0,0
08812638,1,0,1,0,0,0,0,0,0
08812879,1,0,1,0,0,0,0,0,1
08814472,3,3,0,0,1,1,0,0,0
08814637,3,3,0,0,1,1,0,0,0
08814847,2,2,0,0,2,2,0,0,0
08816625,2,1,1,0,1,1,0,0,0
08817057,2,2,0,0,2,2,0,0,0
08819564,5,3,2,0,1,1,0,1,1
08819748,15,6,9,0,0,0,0,0,0
08821395,1,1,0,0,1,1,0,0,0
08824446,4,4,0,0,3,3,0,2,1
08824509,9,7,2,0,0,0,0,0,0
08827951,1,1,0,0,1,1,0,0,0
08828425,2,2,0,0,2,2,0,0,0
08828467,4,4,0,0,1,1,0,0,0
08828704,4,3,1,0,3,3,0,0,1
08829933,11,4,7,0,2,2,0,2,1
08830833,3,0,3,0,0,0,0,0,0
08830928,9,5,4,0,1,1,0,1,1
08832956,9,6,3,0,2,2,0,2,1
08834686,2,2,0,0,2,2,0,0,0
08835913,1,1,0,0,1,1,0,0,0
08836495,2,0,2,0,0,0,0,0,0
08837501,2,2,0,0,2,2,0,0,0
08837699,3,3,0,0,1,1,0,0,0
08839155,1,1,0,0,1,1,0,0,0
08839834,1,1,0,0,1,1,0,0,0
08840047,9,2,7,2,1,1,0,1,0
08840773,1,1,0,0,1,1,0,0,0
08841445,2,2,0,0,1,1,0,0,1
08841720,2,0,2,0,0,0,0,0,0
08842594,6,5,1,0,3,3,0,0,0
08842980,10,0,10,0,0,0,0,0,0
08845266,2,1,1,0,2,2,0,0,1
08845846,2,0,2,0,1,1,0,0,0
08846138,2,2,0,0,1,1,0,0,1
08846148,2,2,0,0,2,2,0,0,0
08846557,2,0,2,0,0,0,0,0,0
08847971,3,2,1,0,1,1,0,1,1
08848738,8,5,3,0,0,0,0,0,0
08848753,1,1,0,0,1,1,0,0,0
08849493,5,2,3,0,2,2,0,0,1
08849598,1,1,0,0,1,1,0,0,0
08850123,3,2,1,0,1,1,0,0,0
08850428,7,5,2,0,1,1,0,1,1
08850869,2,2,0,0,1,1,0,0,0
08851564,1,1,0,0,1,1,0,0,0
08851741,1,1,0,0,2,2,0,0,0
08853063,1,1,0,0,1,1,0,0,0
08853943,3,2,1,0,0,0,0,0,0
08853972,2,2,0,0,2,2,0,0,0
08854932,2,2,0,0,1,1,0,1,0
08857241,2,1,1,0,1,1,0,0,0
08858935,8,5,3,0,0,0,0,0,0
08861931,4,3,1,0,5,5,0,1,0
08863890,3,2,1,0,2,2,0,0,0
08864987,2,2,0,0,2,2,0,0,0
08866406,1,1,0,0,1,1,0,0,0
08866592,2,1,1,0,2,1,1,1,1
08866734,2,1,1,0,2,1,1,1,1
08867311,3,0,3,0,1,1,0,0,1
08867452,3,3,0,0,2,2,0,0,0
08867556,1,1,0,0,1,1,0,0,0
08868033,1,0,1,0,0,0,0,0,0
08871790,9,3,6,0,3,3,0,3,1
08872061,11,9,2,0,2,1,1,2,1
08872858,1,1,0,0,1,1,0,0,0
08874829,3,2,1,0,2,2,0,0,0
08876534,5,2,3,0,2,2,0,0,1
08878036,2,2,0,0,1,1,0,0,0
08878363,2,0,2,0,0,0,0,0,0
08878604,11,10,1,0,0,0,0,0,0
08878754,1,1,0,0,1,1,0,0,0
08879090,1,0,1,0,0,0,0,0,1
08880174,10,8,2,0,0,0,0,0,0
08880841,25,13,12,0,0,0,0,0,0
08881335,1,0,1,0,0,0,0,0,0
08882579,4,2,2,0,4,1,3,4,0
08883490,2,1,1,0,1,1,0,1,0
08885547,2,1,1,0,1,1,0,0,0
08885952,3,3,0,0,1,1,0,0,0
08886023,1,1,0,0,1,1,0,0,0
08888347,2,2,0,0,2,2,0,0,0
08889125,5,4,1,0,1,1,0,0,0
08889291,2,1,1,0,1,1,0,0,0
08889294,4,3,1,0,0,0,0,0,1
08890445,2,1,1,0,2,1,1,1,0
08892572,2,0,2,0,0,0,0,0,0
08892706,1,0,1,0,1,1,0,0,0
08893018,2,0,2,0,1,1,0,0,0
08893826,5,1,4,0,2,1,1,0,0
08894099,1,0,1,0,0,0,0,0,0
08895146,5,3,2,0,5,3,2,1,1
08895166,6,2,4,0,0,0,0,0,1
08898768,11,3,8,1,1,1,0,0,1
08899616,2,1,1,0,1,1,0,0,0
08899625,2,0,2,0,0,0,0,0,0
08899644,2,0,2,0,0,0,0,0,0
08899697,2,0,2,0,1,1,0,0,0
08899705,2,0,2,0,0,0,0,0,0
08899712,2,0,2,0,0,0,0,0,0
08899754,2,0,2,0,0,0,0,0,0
08900140,15,7,8,0,1,0,1,0,1
08902599,22,13,9,0,2,2,0,0,1
08902783,1,1,0,0,1,1,0,0,0
08903140,1,1,0,0,1,1,0,0,0
08903841,1,1,0,0,1,1,0,0,0
08904327,14,11,3,0,0,0,0,0,0
08904550,3,3,0,0,2,2,0,0,1
08904577,7,6,1,0,1,1,0,1,1
08904842,1,1,0,0,1,1,0,0,0
08905610,3,0,3,0,0,0,0,0,0
08906211,3,3,0,0,2,2,0,0,0
08906420,7,3,4,0,0,0,0,0,0
08906586,1,1,0,0,1,1,0,0,0
08906619,4,2,2,0,4,4,0,0,0
08906820,5,4,1,0,0,0,0,0,0
08906954,7,4,3,0,1,1,0,1,1
08907045,1,1,0,0,1,1,0,0,0
08907789,2,2,0,0,2,2,0,0,0
08909066,1,1,0,0,1,1,0,0,0
08909973,3,0,3,0,0,0,0,0,0
08911246,4,0,4,0,0,0,0,0,1
08911931,1,1,0,0,1,1,0,0,0
08913874,2,1,1,0,2,1,1,0,0
08915084,2,1,1,0,2,2,0,0,0
08915230,1,1,0,0,1,1,0,0,0
08915668,2,0,2,0,0,0,0,0,1
08916300,3,2,1,0,2,2,0,0,0
08917595,3,3,0,0,1,1,0,0,0
08917869,6,4,2,0,2,1,1,1,0
08918060,1,0,1,0,2,2,0,0,0
08920125,2,1,1,0,2,1,1,0,0
08920806,23,10,13,0,1,1,0,0,0
08921324,15,7,8,0,0,0,0,0,0
08922189,3,2,1,0,1,1,0,1,1
08922328,8,2,6,0,1,1,0,1,1
08923988,3,3,0,0,1,1,0,0,0
08924161,2,0,2,0,0,0,0,0,1
08924483,2,1,1,0,1,1,0,0,0
08924618,7,3,4,0,1,1,0,1,0
08924655,6,5,1,0,3,0,3,0,1
08925107,2,1,1,0,1,1,0,0,0
08925150,6,0,6,0,1,1,0,1,1
08925849,3,3,0,0,6,6,0,0,0
08925951,3,3,0,0,1,1,0,0,0
08925996,2,0,2,0,0,0,0,0,1
08926562,3,3,0,0,1,1,0,0,0
08926941,3,0,3,0,0,0,0,0,1
08927373,2,2,0,0,1,1,0,0,0
08928805,2,2,0,0,1,1,0,0,0
08928991,6,4,2,0,0,0,0,0,0
08929105,3,1,2,0,1,1,0,1,0
08929307,2,2,0,0,1,1,0,0,0
08929558,2,2,0,0,1,1,0,0,0
08930634,1,1,0,0,1,1,0,0,0
08932302,2,2,0,0,2,2,0,0,0
08933793,3,3,0,0,0,0,0,0,0
08933821,9,2,7,0,1,1,0,1,1
08933991,1,0,1,0,0,0,0,0,1
08934544,8,7,1,0,1,1,0,1,1
08934739,2,2,0,0,1,1,0,0,0
08936739,1,1,0,0,1,1,0,0,0
08938249,4,3,1,0,0,0,0,0,0
08938369,2,1,1,0,0,0,0,0,0
08940850,2,2,0,0,2,2,0,0,0
08941161,1,1,0,0,2,2,0,0,0
08941641,1,1,0,0,1,1,0,0,0
08941652,1,1,0,0,1,1,0,0,0
08943545,7,1,6,0,4,1,3,0,0
08943621,1,0,1,0,0,0,0,0,0
08946648,1,0,1,0,0,0,0,0,1
08947176,1,1,0,0,1,1,0,0,0
08947897,2,1,1,0,1,1,0,0,0
08947927,7,1,6,0,3,1,2,0,0
08947958,6,0,6,0,2,1,1,0,0
08948015,7,0,7,0,2,1,1,0,0
08948040,2,2,0,0,2,2,0,0,0
08948625,13,3,10,0,2,2,0,2,1
08949771,1,1,0,0,1,1,0,0,0
08949803,6,3,3,0,5,1,4,1,1
08949994,10,0,10,0,3,1,2,0,0
08950018,5,0,5,0,3,1,2,0,0
08950471,5,0,5,0,3,1,2,0,0
08951791,2,2,0,0,1,1,0,0,1
08951798,2,2,0,0,1,1,0,0,1
08952126,20,8,12,0,0,0,0,0,0
08952407,1,1,0,0,1,1,0,0,0
08953356,3,0,3,0,0,0,0,0,1
08953385,1,1,0,0,1,1,0,0,0
08954053,3,1,2,0,1,1,0,0,0
08954358,3,2,1,0,2,1,1,0,0
08955328,8,5,3,0,2,2,0,2,0
08957792,3,3,0,0,1,1,0,0,0
08958574,10,7,3,0,1,1,0,1,1
08958580,10,7,3,0,1,1,0,1,1
08959230,4,2,2,0,1,1,0,0,0
08959244,12,1,11,0,4,1,3,0,0
08959675,2,1,1,0,1,1,0,0,0
08959704,4,2,2,0,1,1,0,0,0
08959772,2,2,0,0,2,2,0,0,0
08960430,17,10,7,0,1,1,0,1,1
08960635,12,7,5,0,0,0,0,0,0
08960905,11,4,7,0,1,1,0,0,0
08961063,4,1,3,0,1,1,0,0,0
08961108,3,3,0,0,1,1,0,0,0
08961147,10,5,5,0,1,1,0,1,1
08961986,2,2,0,0,1,1,0,0,0
08962562,2,2,0,0,1,1,0,0,0
08962626,4,0,4,0,2,1,1,0,0
08962671,2,1,1,0,1,1,0,0,0
08965580,3,3,0,0,2,2,0,0,0
08966229,1,0,1,0,0,0,0,0,0
08966580,2,2,0,0,2,2,0,0,0
08970203,2,0,2,0,0,0,0,0,0
08971147,2,0,2,0,0,0,0,0,0
08971665,2,0,2,0,0,0,0,0,0
08971731,2,0,2,0,0,0,0,0,0
08972062,2,0,2,0,0,0,0,0,0
08973734,2,0,2,0,0,0,0,0,0
08973882,2,0,2,0,0,0,0,0,0
08973926,1,1,0,0,1,1,0,0,0
08974356,1,1,0,0,1,1,0,0,0
08974595,12,11,1,0,0,0,0,0,0
08974704,2,0,2,0,0,0,0,0,0
08975108,6,2,4,0,2,1,1,0,0
08975211,10,1,9,0,5,1,4,0,0
08975654,2,0,2,0,0,0,0,0,0
08975740,2,0,2,0,0,0,0,0,0
08975796,2,0,2,0,0,0,0,0,0
08976317,2,0,2,0,0,0,0,0,0
08976336,2,0,2,0,1,1,0,0,0
08976428,6,0,6,0,1,1,0,0,0
08976888,5,4,1,0,1,1,0,1,1
08977002,1,1,0,0,1,1,0,0,0
08977238,2,0,2,0,0,0,0,0,0
08977452,1,1,0,0,1,1,0,0,0
08977527,1,1,0,0,1,1,0,1,0
08978200,2,0,2,0,0,0,0,0,0
08978871,6,1,5,0,3,1,2,0,0
08979649,5,4,1,0,2,2,0,2,1
08980328,2,0,2,0,0,0,0,0,0
08980495,1,0,1,0,0,0,0,0,0
08980776,2,0,2,0,0,0,0,0,0
08980979,2,0,2,0,0,0,0,0,0
08980998,2,0,2,0,0,0,0,0,0
08981096,2,0,2,0,0,0,0,0,0
08981138,2,0,2,0,0,0,0,0,0
08982069,4,2,2,0,3,1,2,1,1
08982139,1,1,0,0,1,1,0,0,0
08982705,4,1,3,0,1,1,0,0,0
08983000,7,0,7,0,1,1,0,0,0
08983138,2,0,2,0,0,0,0,0,0
08983360,7,5,2,0,1,1,0,1,1
08983608,4,0,4,0,1,1,0,0,1
08983669,2,0,2,0,0,0,0,0,0
08983681,3,3,0,0,2,2,0,0,0
08983982,2,0,2,0,0,0,0,0,0
08984010,2,0,2,0,0,0,0,0,0
08984012,2,0,2,0,0,0,0,0,0
08984051,2,0,2,0,0,0,0,0,0
08984328,2,0,2,0,0,0,0,0,0
08984379,2,0,2,0,0,0,0,0,0
08984393,2,0,2,0,0,0,0,0,0
08984438,3,3,0,0,2,2,0,0,0
08984444,2,0,2,0,0,0,0,0,0
08984474,2,0,2,0,0,0,0,0,0
08984568,2,0,2,0,0,0,0,0,0
08984571,2,0,2,0,0,0,0,0,0
08984679,2,0,2,0,0,0,0,0,0
08984750,2,0,2,0,0,0,0,0,0
08984842,2,0,2,0,0,0,0,0,0
08984901,2,0,2,0,0,0,0,0,0
08985624,2,0,2,0,0,0,0,0,0
08985746,2,0,2,0,0,0,0,0,0
08985865,2,0,2,0,0,0,0,0,0
08985872,2,0,2,0,0,0,0,0,0
08985933,2,0,2,0,0,0,0,0,0
08985937,2,0,2,0,0,0,0,0,0
08985950,2,0,2,0,0,0,0,0,0
08986034,2,0,2,0,0,0,0,0,0
08986110,1,1,0,0,1,1,0,0,1
08986157,8,0,8,0,2,1,1,0,0
08986224,2,0,2,0,0,0,0,0,0
08986266,7,6,1,0,1,1,0,0,1
08986416,2,0,2,0,0,0,0,0,0
08986593,2,2,0,0,1,1,0,1,0
08986641,7,1,6,1,1,1,0,0,1
08986661,7,1,6,1,1,1,0,0,1
08987048,2,2,0,0,2,2,0,0,0
08987865,2,2,0,0,2,2,0,0,0
08987876,1,1,0,0,1,1,0,0,0
08988965,2,1,1,0,1,1,0,0,0
08990313,7,1,6,0,3,1,2,0,0
08990532,2,1,1,0,1,1,0,0,0
08991117,4,0,4,0,0,0,0,0,1
08991827,8,6,2,0,1,1,0,1,1
08991829,3,0,3,0,0,0,0,0,1
08992064,1,1,0,0,1,1,0,0,0
08992129,6,5,1,0,1,1,0,1,1
08992161,7,6,1,0,1,1,0,1,1
08992719,8,1,7,0,2,1,1,0,0
08994227,2,2,0,0,2,2,0,0,0
08996011,2,2,0,0,2,2,0,0,0
08996103,10,5,5,0,1,1,0,1,1
08997863,7,0,7,0,3,1,2,0,0
08998436,3,3,0,0,1,1,0,0,0
08998445,10,5,5,0,0,0,0,0,0
09000390,6,4,2,0,1,1,0,1,1
09002688,4,4,0,0,1,1,0,1,0
09003422,2,2,0,0,1,1,0,0,0
09006258,1,1,0,0,1,1,0,0,0
09008935,2,0,2,0,0,0,0,0,0
09009007,9,8,1,0,0,0,0,0,0
09011897,2,2,0,0,1,1,0,0,0
09013327,2,0,2,0,0,0,0,0,1
09016279,3,1,2,0,1,1,0,0,0
09018228,5,5,0,0,3,3,0,2,1
09018944,4,4,0,0,2,2,0,0,0
09019045,2,0,2,0,0,0,0,0,1
09019450,10,7,3,0,1,0,1,0,0
09020143,3,3,0,0,3,3,0,0,0
09020678,1,1,0,0,1,1,0,0,0
09020955,1,1,0,0,1,1,0,0,0
09021380,1,0,1,0,0,0,0,0,0
09021630,2,2,0,0,2,2,0,0,1
09021886,1,1,0,0,1,1,0,1,0
09022406,1,1,0,0,1,1,0,0,0
09026506,2,1,1,0,3,1,2,1,0
09026542,4,3,1,1,0,0,0,0,0
09026938,2,1,1,0,1,1,0,0,0
09027198,1,1,0,0,1,1,0,0,0
09027723,4,4,0,0,2,2,0,0,0
05071322,15,4,11,0,1,1,0,0,1
05071468,5,3,2,0,2,2,0,0,1
05072577,5,3,2,0,2,2,0,0,0
05072592,6,2,4,0,2,2,0,0,0
05072796,13,0,13,0,0,0,0,0,1
05072809,13,0,13,0,0,0,0,0,1
05073733,9,4,5,0,1,1,0,1,1
05073811,4,1,3,0,1,1,0,0,0
05075088,26,3,23,0,3,3,0,0,1
05075251,6,3,3,0,2,2,0,0,0
05076702,3,1,2,0,1,1,0,0,1
05076818,14,2,12,0,1,1,0,1,1
05077475,19,2,17,0,1,1,0,1,1
05079275,4,2,2,0,1,1,0,0,0
05079538,8,0,8,0,0,0,0,0,1
05079583,17,7,10,0,2,2,0,0,1
05079594,11,2,9,0,1,1,0,1,1
05079921,4,3,1,0,2,2,0,0,0
05081805,11,0,11,0,0,0,0,0,1
05082340,7,2,5,0,2,1,1,1,1
05083390,27,8,19,0,0,0,0,0,1
05085239,4,0,4,0,0,0,0,0,1
05085699,11,1,10,0,1,1,0,0,1
05085925,12,3,9,0,1,1,0,1,1
05086060,8,2,6,0,1,1,0,0,1
05086393,5,3,2,0,1,1,0,1,0
05086763,4,2,2,0,1,1,0,0,1
05088708,15,1,14,0,2,1,1,2,1
05088770,23,2,21,0,1,1,0,1,1
05088791,5,2,3,0,1,1,0,1,1
05089372,9,2,7,0,2,2,0,2,1
05089859,25,0,25,0,1,1,0,1,1
05089874,22,4,18,0,1,1,0,1,1
05091128,13,3,10,0,1,1,0,1,1
05091663,13,3,10,0,1,1,0,1,1
05091695,18,3,15,0,1,1,0,1,1
05091841,7,3,4,0,2,2,0,0,0
05091944,24,5,19,0,1,1,0,1,1
05093159,7,3,4,0,3,1,2,1,1
05093179,17,8,9,0,0,0,0,0,1
05093595,17,3,14,0,1,1,0,1,0
05093734,5,3,2,0,1,1,0,0,0
05095737,4,2,2,0,1,1,0,0,0
05096469,20,3,17,0,1,1,0,0,1
05097119,3,2,1,0,1,1,0,0,0
05097517,6,2,4,0,3,1,2,0,0
05097618,5,2,3,0,1,1,0,0,0
05098911,8,0,8,0,0,0,0,0,1
05100810,17,4,13,0,1,1,0,1,0
05101064,9,3,6,0,1,1,0,1,1
05103250,10,5,5,0,0,0,0,0,0
05104452,4,1,3,0,1,1,0,0,0
05104527,2,2,0,0,1,1,0,0,0
05104884,20,0,20,0,0,0,0,0,0
05107951,9,2,7,0,1,1,0,0,0
05108266,5,2,3,0,1,1,0,0,0
05108751,3,2,1,0,1,1,0,0,0
05109386,6,3,3,0,1,1,0,0,0
05110081,7,2,5,0,1,1,0,0,0
05111013,17,5,12,0,1,1,0,1,1
05111357,4,2,2,0,0,0,0,0,1
05111442,7,0,7,0,0,0,0,0,1
05111446,8,0,8,0,0,0,0,0,1
05111475,8,0,8,0,0,0,0,0,1
05113965,8,4,4,0,2,2,0,0,0
05114661,29,14,15,0,0,0,0,0,0
05115495,7,1,6,0,1,1,0,0,1
05115584,9,7,2,0,3,1,2,1,0
05115594,33,0,33,0,0,0,0,0,1
05115635,9,7,2,0,3,1,2,1,0
05115684,8,0,8,0,0,0,0,0,1
05116596,6,0,6,0,0,0,0,0,1
05117575,5,3,2,0,1,1,0,0,0
05117876,6,2,4,0,2,2,0,0,1
05118218,5,3,2,0,2,2,0,0,0
05119310,54,9,45,0,4,3,1,4,1
05121092,2,0,2,0,0,0,0,0,1
05121391,15,4,11,0,1,1,0,1,1
05121502,29,8,21,0,1,1,0,1,0
05121529,5,3,2,0,2,2,0,0,0
05122186,4,0,4,0,0,0,0,0,1
05122287,12,0,12,0,2,0,2,0,0
05122555,10,1,9,0,3,1,2,0,0
05122793,7,3,4,0,1,1,0,0,1
05122834,4,1,3,0,1,1,0,0,1
05123265,7,2,5,0,1,1,0,1,0
05124078,13,3,10,0,1,1,0,0,1
05126247,4,0,4,0,0,0,0,0,0
05127468,5,1,4,0,1,1,0,0,0
05127683,18,4,14,0,1,1,0,1,1
05128281,7,5,2,0,4,4,0,0,0
05128627,19,0,19,0,0,0,0,0,1
05129325,6,4,2,0,1,1,0,0,0
05131356,10,4,6,0,2,2,0,0,0
05132981,20,3,17,0,2,1,1,2,1
05133090,13,4,9,0,0,0,0,0,0
05133939,29,12,17,0,0,0,0,0,0
05134829,20,9,11,0,0,0,0,0,1
05137619,48,0,48,0,0,0,0,0,1
05137814,9,0,9,0,0,0,0,0,1
